regime,month,hour,chiller_kwh_h,gas_smc_h,active_chiller_count,chiller_forecast_pred_kwh_h,gas_forecast_pred_smc_h
neutral,4,14,886.5291666666667,221.99866666666668,2.8,882.9418179713773,221.98272316259443
neutral,4,15,888.7420000000001,215.37633333333332,2.7666666666666666,887.1234912773905,215.13725882674663
neutral,4,16,868.1975,213.493,2.933333333333333,875.3795209930246,213.2369729816198
neutral,4,17,882.013,218.1555,2.8,879.6704863281386,218.03016765165265
neutral,4,18,843.0145,229.7,2.783333333333333,844.7790768305548,229.1359083438765
neutral,4,19,748.3263333333333,237.2555,2.4833333333333334,751.9377161666594,237.27780097425875
neutral,4,20,678.818,259.968,2.45,685.6013021717342,257.9198964334323
neutral,4,21,660.6796666666667,265.32916666666665,2.3666666666666667,661.6418012060379,265.1466454491361
neutral,4,22,599.4416666666667,274.45983333333334,2.183333333333333,601.3884376924402,274.39124692271
neutral,4,23,564.493,288.35566666666665,2.0166666666666666,560.8506776677838,287.43090765465365
